termID,PathTerm,ThesXrefType
2037901,Authorities\Attributes\Objects\Subject Specific\Architecture\commercial\Stock Exchange,Subject Specific
2037902,Authorities\Attributes\Objects\Subject Specific\Architecture\boat\clipper,Subject Specific
2037904,Authorities\Attributes\Objects\Medium\WOOD\CATALPA,Medium
2037906,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\cheerleading,Subject Specific
2037907,Authorities\Attributes\Objects\Subject Specific\Architecture\education\gymnasium,Subject Specific
2037909,Authorities\Attributes\Objects\Subject Specific\Architecture\domestic\garage,Subject Specific
2037910,Authorities\Attributes\Objects\Subject Specific\Occupation\military\veteran,Subject Specific
2037912,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\advertisement\Southland Life,Subject Specific
2037913,Authorities\Attributes\Objects\Subject Specific\Cityscape\Texas\Austin,Subject Specific
2037914,Authorities\Attributes\Objects\Subject Specific\Landscape\lake\Lake Travis,Subject Specific
2037915,Authorities\Attributes\Objects\Subject Specific\Landscape\river\Klamath River,Subject Specific
2037916,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\Hollywood,Subject Specific
2037917,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\Vine Street,Subject Specific
2037918,Authorities\Attributes\Objects\Subject Specific\Recreation\party\anniversary ball,Subject Specific
2037919,Authorities\Attributes\Objects\Subject Specific\Cityscape\Texas\San Marcos,Subject Specific
2037920,Authorities\Attributes\Objects\Subject Specific\Architecture\boat\Staten Island Ferry,Subject Specific
2037921,Authorities\Attributes\Objects\Subject Specific\Occupation\monetary\stock broker,Subject Specific
2037922,Authorities\Attributes\Objects\Subject Specific\Architecture\commercial\Ida Lewis Yacht Club,Subject Specific
2037923,Authorities\Attributes\Objects\Subject Specific\Landscape\canyon\Palo Duro Canyon,Subject Specific
2037926,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Alden, Henry Mills",Subject Specific
2037927,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Alexander, Miss",Subject Specific
2037928,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Chase, Alice",Subject Specific
2037929,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Chase, Alice\child",Subject Specific
2037931,Authorities\Attributes\Objects\Subject Specific\Landscape\Arctic,Subject Specific
2037938,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Mignard, Catherine",Subject Specific
2037939,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Aurora,Subject Specific
2037940,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Bismarck, Otto E. L. Von, Prince",Subject Specific
2037942,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\Boulevard des Italiens,Subject Specific
2037944,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Bradlee, Mrs.\bust",Subject Specific
2037945,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Chase, William Merritt, Mrs.",Subject Specific
2037946,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Cadwalader,frances",Subject Specific
2037947,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Erskine, Lady",Subject Specific
2037948,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Cambaceres, Jean Jacques Regis De",Subject Specific
2037950,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Carlos, Don Balthazar\child",Subject Specific
2037952,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Carlos, Don Balthazar\bust",Subject Specific
2037953,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Carlyle, Thomas",Subject Specific
2037954,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Christina, Princess",Subject Specific
2037955,Authorities\Attributes\Objects\Subject Specific\Waterscape\time\dusk,Subject Specific
2037956,"Authorities\Attributes\Objects\Subject Specific\Portrait female\De Crespigny, Mrs.",Subject Specific
2037957,Authorities\Attributes\Objects\Subject Specific\History\France\Napoleon,Subject Specific
2037958,Authorities\Attributes\Objects\Subject Specific\Literature\legend\Arthurian Legend,Subject Specific
2037960,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Emerson, Edward",Subject Specific
2037962,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Eyton, Jane\bust",Subject Specific
2037964,Authorities\Attributes\Objects\Subject Specific\Recreation\party\Festival of the Felibres,Subject Specific
2037967,Authorities\Attributes\Objects\Subject Specific\Monument\religious\cross,Subject Specific
2037969,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Gerome, Jean Leon",Subject Specific
2037970,Authorities\Attributes\Objects\Subject Specific\Occupation\domestic\pet care,Subject Specific
2037972,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Grouchy, Emmanuel, Marquis De",Subject Specific
2037973,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Henri, Robert Mrs.",Subject Specific
2037975,Authorities\Attributes\Objects\Subject Specific\Architecture\industry\smithy,Subject Specific
2037976,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Johnston, James",Subject Specific
2037977,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Kerr, Mrs.",Subject Specific
2037978,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Lothian, Marchioness of",Subject Specific
2037979,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Murat, Joachim",Subject Specific
2037980,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Tarbell, Josephine",Subject Specific
2037981,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Tarbell, Lydia",Subject Specific
2037982,Authorities\Attributes\Objects\Subject Specific\Portrait male\Napoleon Bonaparte,Subject Specific
2037984,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Nelthrop, Miss\bust",Subject Specific
2037985,"Authorities\Attributes\Objects\Subject Specific\Portrait female\O'Connor, Mrs.",Subject Specific
2037986,"Authorities\Attributes\Objects\Subject Specific\Portrait female\O'Hara, Mrs.",Subject Specific
2037988,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Oudinot, Nicolas Charles",Subject Specific
2037989,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Pan,Subject Specific
2037991,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Penington, Nancy",Subject Specific
2037993,Authorities\Attributes\Objects\Subject Specific\Recreation\craft\drawing,Subject Specific
2037994,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Persephone,Subject Specific
2037996,Authorities\Attributes\Objects\Subject Specific\Landscape\France\Hougomont,Subject Specific
2037999,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Salisbury, Elizabeth Tuckerman",Subject Specific
2038000,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Huntington, Countess of",Subject Specific
2038003,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Sherwood, Cynthia",Subject Specific
2038006,Authorities\Attributes\Objects\Subject Specific\Monument\statue\Oya Jizo,Subject Specific
2038009,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Sterner, Marie\bust",Subject Specific
2038010,Authorities\Attributes\Objects\Subject Specific\Cityscape\Egypt,Subject Specific
2038011,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Thackeray, William Mackpeace",Subject Specific
2038012,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Faunus,Subject Specific
2038013,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Travis, John, Mrs.",Subject Specific
2038014,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Bond, Elizabeth",Subject Specific
2038015,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Vowdrey, Thomas William",Subject Specific
2038017,Authorities\Attributes\Objects\Subject Specific\Cityscape\England\Wells,Subject Specific
2038021,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Wolf, Henry\bust",Subject Specific
2038022,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Parry, Lucy",Subject Specific
2038023,Authorities\Attributes\Objects\Subject Specific\State of being\illness\headache,Subject Specific
2038027,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Cohen, Mendes\bust",Subject Specific
2038028,Authorities\Attributes\Objects\Support\PAPER\LAID PAPER\Whatman,Support
2038029,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Oro Plata,Subject Specific
2038030,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Niehanke, Ed",Subject Specific
2038031,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative object\plate,Subject Specific
2038033,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Freud, Sigmund",Subject Specific
2038034,Authorities\Attributes\Objects\Subject Specific\Occupation\medicine\psychologist,Subject Specific
2038035,Authorities\Attributes\Objects\Subject Specific\Ethnic\Austrian,Subject Specific
2038036,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Joyce, James",Subject Specific
2038039,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Crounse, Mary Livingston Colin\bust",Subject Specific
2038041,Authorities\Attributes\Objects\Subject Specific\Landscape\United States\Arkville,Subject Specific
2038042,Authorities\Attributes\Objects\Subject Specific\Landscape\river\Opalescent River,Subject Specific
2038044,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Cripe, ""Tattoo Jack""\self-portrait",Subject Specific
2038046,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\West Rockport,Subject Specific
2038049,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Victoria, Princess\head",Subject Specific
2038050,Authorities\Attributes\Objects\Subject Specific\Landscape\United States\Cape Neddick,Subject Specific
2038051,Authorities\Attributes\Objects\Subject Specific\Landscape\farm\Linkletter Farm,Subject Specific
2038052,Authorities\Attributes\Objects\Subject Specific\Landscape\Australia\Darwin,Subject Specific
2038053,Authorities\Attributes\Objects\Subject Specific\Landscape\valley\Imperial Valley,Subject Specific
2038054,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Imperial County,Subject Specific
2038055,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Karboul Mounds,Subject Specific
2038056,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Mount Corteso,Subject Specific
2038057,Authorities\Attributes\Objects\Subject Specific\Landscape\Mexico\Hureto Province,Subject Specific
2038058,Authorities\Attributes\Objects\Subject Specific\Landscape\Kansas\Bourbon County,Subject Specific
2038059,Authorities\Attributes\Objects\Subject Specific\Landscape\Kansas\Fort Scott,Subject Specific
2038060,Authorities\Attributes\Objects\Subject Specific\Architecture\industry\Sullivan Brothers Coal Mine,Subject Specific
2038061,Authorities\Attributes\Objects\Support\PAPERBOARD\Royal Crest Illustration Board,Support
2038063,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Holden, Mary Thayer\bust",Subject Specific
2038067,Authorities\Attributes\Objects\Subject Specific\Allegory\quality\authority,Subject Specific
2038068,Authorities\Attributes\Objects\Subject Specific\Architecture\boat\Queen Mary,Subject Specific
2038069,Authorities\Attributes\Objects\Subject Specific\Cityscape\river\Chicago River,Subject Specific
2038070,Authorities\Attributes\Objects\Subject Specific\Landscape\Tennessee\Ripley,Subject Specific
2038073,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Brown, Lathrop\head",Subject Specific
2038075,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Brown, Sonia\head",Subject Specific
2038076,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\horseback riding,Subject Specific
2038077,Authorities\Attributes\Objects\Subject Specific\Architecture\machine\elevator,Subject Specific
2038078,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Zorach, Dahlov\family portrait",Subject Specific
2038082,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative motif\plant,Subject Specific
2038083,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Dillingham, Mrs.",Subject Specific
2038084,Authorities\Attributes\Objects\Subject Specific\Still life\fruit\grapefruit,Subject Specific
2038085,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Bedding\BEDSPREAD,Nomenclature
2038086,Authorities\Attributes\Objects\Subject Specific\Figure group\male and child\nude,Subject Specific
2038087,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Zorach, William\family portrait",Subject Specific
2038089,Authorities\Attributes\Objects\Subject Specific\History\United States\California,Subject Specific
2038090,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Fresno,Subject Specific
2038091,Authorities\Attributes\Objects\Subject Specific\Landscape\valley\San Joaquin Valley,Subject Specific
2038092,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hathaway, Mr.",Subject Specific
2038093,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Hathaway, Sarah, Aunt",Subject Specific
2038096,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Jonas, Ruth\head",Subject Specific
2038098,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Mannes, M.\head",Subject Specific
2038100,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Mannes, Marya\bust",Subject Specific
2038101,Authorities\Attributes\Objects\Subject Specific\Still life\musical instrument\cello,Subject Specific
2038102,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Montgomery, Helen",Subject Specific
2038104,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Moore, Marianne, Mother of\head",Subject Specific
2038105,Authorities\Attributes\Objects\Subject Specific\Landscape\New Hampshire\Peterborough,Subject Specific
2038106,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Reyher, Rebecca Hourwich",Subject Specific
2038107,Authorities\Attributes\Objects\Subject Specific\Landscape\farm\Rolling Stone Farm,Subject Specific
2038110,Authorities\Attributes\Objects\Subject Specific\Animal\dog\dalmation,Subject Specific
2038111,Authorities\Attributes\Objects\Subject Specific\Travel\land\buggy,Subject Specific
2038113,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Stein, Nadine\bust",Subject Specific
2038114,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Madison, Ella",Subject Specific
2038116,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Zorach, Tessim\family portrait",Subject Specific
2038118,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Thompson, George\family portrait",Subject Specific
2038122,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Wertheim, Alma\bust",Subject Specific
2038123,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Acheson, Dean",Subject Specific
2038125,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Zorach, Dahlov\bust",Subject Specific
2038126,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Zorach, Dahlov\nude",Subject Specific
2038127,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\Stonington,Subject Specific
2038128,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\art display\Zorach,Subject Specific
2038130,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Blum, Helaine\head",Subject Specific
2038133,Authorities\Attributes\Objects\Subject Specific\Portrait male\Hillman\child,Subject Specific
2038134,Authorities\Attributes\Objects\Subject Specific\Portrait male\Hillman\head,Subject Specific
2038135,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Chappaqua,Subject Specific
2038139,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Zorach, Tessim\child",Subject Specific
2038140,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\Kiddie Kar,Subject Specific
2038141,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Cone, Etta",Subject Specific
2038142,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Cone, Etta\head",Subject Specific
2038143,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Zorach, Dahlov\head",Subject Specific
2038145,Authorities\Attributes\Objects\Subject Specific\Allegory\arts and sciences\dance,Subject Specific
2038147,"Authorities\Attributes\Objects\Subject Specific\Portrait female\De Kova, Miriam\head",Subject Specific
2038150,"Authorities\Attributes\Objects\Subject Specific\Portrait male\DuBois, W.E.B.",Subject Specific
2038151,"Authorities\Attributes\Objects\Subject Specific\Portrait male\DuBois, W.E.B.\head",Subject Specific
2038153,Authorities\Attributes\Objects\Subject Specific\Figure\child\torso,Subject Specific
2038154,Authorities\Attributes\Objects\Subject Specific\Figure group\family\nude,Subject Specific
2038156,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\Booth Bay Harbor,Subject Specific
2038158,Authorities\Attributes\Objects\Subject Specific\Monument\fountain\Fountain of Horses,Subject Specific
2038160,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Freedlander, Gretchen\head",Subject Specific
2038161,Authorities\Attributes\Objects\Subject Specific\History\Germany\Holocaust,Subject Specific
2038162,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\Gertrude,Subject Specific
2038163,Authorities\Attributes\Objects\Subject Specific\Animal\guinea pig,Subject Specific
2038165,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\emblem\Menorah,Subject Specific
2038171,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Klonis, Stuart\head",Subject Specific
2038172,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Lachaise, Gaston",Subject Specific
2038173,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\Lisa,Subject Specific
2038174,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\Olympics,Subject Specific
2038181,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Melish, William Howard\head",Subject Specific
2038182,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\Myra,Subject Specific
2038185,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Nothern, Chauncey\head",Subject Specific
2038187,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Oates, James Franklin, Jr.(*)\head",Subject Specific
2038188,Authorities\Attributes\Objects\Subject Specific\Occupation\law\lawyer,Subject Specific
2038189,Authorities\Attributes\Objects\Subject Specific\Animal\bird\partridge,Subject Specific
2038191,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Pierce, Waldo",Subject Specific
2038193,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Zorach, Marguerite\head",Subject Specific
2038196,Authorities\Attributes\Objects\Subject Specific\History\United States\Prohibition,Subject Specific
2038198,Authorities\Attributes\Objects\Subject Specific\Occupation\service\purveyor,Subject Specific
2038199,Authorities\Attributes\Objects\Subject Specific\Religion\Old Testament\Samuel,Subject Specific
2038201,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Schwarzenbach, Robert\head",Subject Specific
2038202,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Zorach, William\self-portrait",Subject Specific
2038203,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\advertisement\Zorach,Subject Specific
2038206,Authorities\Attributes\Objects\Support\PAPER\WOVE PAPER\State Bond,Support
2038207,Authorities\Attributes\Objects\Support\PAPER\LAID PAPER\Gloria Linen,Support
2038208,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Zorach, Tessim\head",Subject Specific
2038214,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Zorach, Marguerite\family portrait",Subject Specific
2038215,Authorities\Attributes\Objects\Subject Specific\Allegory\place\seas,Subject Specific
2038221,Authorities\Attributes\Objects\Subject Specific\History\Poland\World War II,Subject Specific
2038223,Authorities\Attributes\Objects\Subject Specific\Landscape\U.S.S.R.\Leningrad,Subject Specific
2038224,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\homage\Lenin,Subject Specific
2038226,Authorities\Attributes\Objects\Subject Specific\Travel\air\rocket,Subject Specific
2038227,"Authorities\Attributes\Objects\Subject Specific\Allegory\place\Houston, Texas",Subject Specific
2038230,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Graces,Subject Specific
2038231,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Forstmann, Julius\head",Subject Specific
2038232,Authorities\Attributes\Objects\Subject Specific\Monument\other\plaque,Subject Specific
2038235,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Atlas,Subject Specific
2038238,Authorities\Attributes\Objects\Subject Specific\Still life\foliage\cattail,Subject Specific
2038239,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative object\panel,Subject Specific
2038245,Authorities\Attributes\Objects\Subject Specific\Architecture\detail\pedestal,Subject Specific
2038248,Authorities\Attributes\Objects\Subject Specific\Animal\portrait\Sulkie?,Subject Specific
2038251,Authorities\Attributes\Objects\Subject Specific\Still life\other\package,Subject Specific
2038253,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Walkowitz, Abraham\head",Subject Specific
2038254,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Waushausky, Mont",Subject Specific
2038256,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Weber, Max\head",Subject Specific
2038257,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\Robinhood Cove,Subject Specific
2038258,Authorities\Attributes\Objects\Subject Specific\Landscape\New Hampshire\Randolph,Subject Specific
2038260,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\written matter\Williams,Subject Specific
2038261,Authorities\Attributes\Objects\Subject Specific\Religion\Zoroastrianism,Subject Specific
2038262,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Cameron, Elizabeth",Subject Specific
2038263,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Nipomo,Subject Specific
2038264,Authorities\Attributes\Objects\Support\PAPER\D'Arches,Support
2038265,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\San Fernando Mountains,Subject Specific
2038266,Authorities\Attributes\Objects\Support\PAPER\Gilbert LLF,Support
2038267,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\Victoria,Subject Specific
2038269,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Gear\PENDANT,Nomenclature
2038270,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\VASE FRAGMENT,Nomenclature
2038273,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Artifact Remnant\GLASS FRAGMENT,Nomenclature
2038274,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\JAR,Nomenclature
2038275,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\PITCHER,Nomenclature
2038276,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\BEAKER,Nomenclature
2038279,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Patella Cup,Nomenclature
2038280,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Bottle,Nomenclature
2038281,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\DRINKING CUP,Nomenclature
2038282,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\BOWL,Nomenclature
2038283,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Jug,Nomenclature
2038284,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\AMPHORA,Nomenclature
2038285,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\OINTMENT BOTTLE,Nomenclature
2038286,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\JUG,Nomenclature
2038287,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\BOTTLE,Nomenclature
2038288,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\Ladle,Nomenclature
2038289,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown,Nomenclature
2038290,Authorities\Attributes\Objects\Nomenclature\Unclassifiable Artifacts\Function Unknown\PROBLEMATICAL,Nomenclature
2038291,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Collar,Nomenclature
2038293,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\PENDANT,Nomenclature
2038294,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\MEDALLION,Nomenclature
2038295,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\KNIFE HANDLES,Nomenclature
2038296,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Reliquary,Nomenclature
2038297,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\SCENT BOTTLE,Nomenclature
2038298,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Plaque,Nomenclature
2038299,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\Female Head,Nomenclature
2038300,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Creche,Nomenclature
2038301,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\DIPTYCH,Nomenclature
2038302,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\PLAQUE,Nomenclature
2038303,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\SUPPORTS,Nomenclature
2038304,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\ROSARY BEAD,Nomenclature
2038305,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Textile Working T&E\BODKIN CASE,Nomenclature
2038306,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\JUG,Nomenclature
2038307,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Toilet Article\COMB,Nomenclature
2038308,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\POT,Nomenclature
2038309,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\CONTAINER COVER,Nomenclature
2038310,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Cope,Nomenclature
2038311,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\MINIATURE SHIP,Nomenclature
2038312,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Gear\PURSE,Nomenclature
2038313,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\TABLE COVER,Nomenclature
2038314,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Chasuble,Nomenclature
2038316,Authorities\Attributes\Objects\Nomenclature\Art Objects\Commercial Decorative Art\FIGURINE GROUP,Nomenclature
2038317,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Altarpiece,Nomenclature
2038318,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Mask,Nomenclature
2038319,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\DEVOTIONAL FIGURE,Nomenclature
2038320,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\Comb,Nomenclature
2038321,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\KNIFE,Nomenclature
2038322,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Religious Plaque,Nomenclature
2038324,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Angel Figure,Nomenclature
2038326,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Personal Symbol\KUEI,Nomenclature
2038327,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Bell,Nomenclature
2038329,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Lighting Device\SANCTUARY LAMP,Nomenclature
2038330,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Standing Figure,Nomenclature
2038332,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Timekeeping T&E\PI SYMBOL,Nomenclature
2038333,Authorities\Attributes\Objects\Nomenclature\Societal Artifacts\Ceremonial Artifact\Horse,Nomenclature
2038334,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\ORNAMENT,Nomenclature
2038336,Authorities\Attributes\Objects\Nomenclature\Recreational Artifacts\Game\PAWN,Nomenclature
