termID,PathTerm,ThesXrefType
2032858,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Mission Viejo,Subject Specific
2032859,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Engels, Kim",Subject Specific
2032860,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Gaylord, Mitch",Subject Specific
2032861,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Glass, Timothy",Subject Specific
2032862,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\fencing,Subject Specific
2032863,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Gray, Clifford",Subject Specific
2032864,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Holyfield, Evander",Subject Specific
2032865,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Lewis, Carl",Subject Specific
2032866,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Modesto,Subject Specific
2032867,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\Modesto Invitational,Subject Specific
2032868,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\jumping,Subject Specific
2032869,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Louganis, Greg",Subject Specific
2032870,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Huntington Beach,Subject Specific
2032871,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Marino, Kathy",Subject Specific
2032872,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Martinez, Timmy",Subject Specific
2032873,Authorities\Attributes\Objects\Subject Specific\Landscape\New Jersey\Leonia,Subject Specific
2032874,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Matz, Michael",Subject Specific
2032875,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\Garden State Grand Prix,Subject Specific
2032876,"Authorities\Attributes\Objects\Subject Specific\Portrait female\McCormick, Kelly",Subject Specific
2032877,"Authorities\Attributes\Objects\Subject Specific\Portrait male\McCrory, Steve",Subject Specific
2032878,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Surekin, Bob",Subject Specific
2032879,Authorities\Attributes\Objects\Subject Specific\Occupation\sport\trainer,Subject Specific
2032880,Authorities\Attributes\Objects\Subject Specific\Landscape\Nevada\Reno,Subject Specific
2032881,"Authorities\Attributes\Objects\Subject Specific\Portrait female\McNamara, Julianne",Subject Specific
2032882,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\New York,Subject Specific
2032883,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Mc Namara, Julianne",Subject Specific
2032884,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\McDonald's Cup,Subject Specific
2032885,Authorities\Attributes\Objects\Subject Specific\Architecture\commercial\Madison Square Garden,Subject Specific
2032886,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Miller, Anita C.",Subject Specific
2032887,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\field hockey,Subject Specific
2032888,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Milton, Denis",Subject Specific
2032889,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\pentathlon,Subject Specific
2032890,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Myricks, Larry",Subject Specific
2032891,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\Indianapolis Invitational,Subject Specific
2032892,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Newton, Mike",Subject Specific
2032893,"Authorities\Attributes\Objects\Subject Specific\Portrait male\O'Brien, Mike",Subject Specific
2032895,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Olson, Billy\full length",Subject Specific
2032896,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Retton, Mary Lou",Subject Specific
2032897,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Karolyi, Coach",Subject Specific
2032899,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Ritter, Louise",Subject Specific
2032900,Authorities\Attributes\Objects\Subject Specific\Occupation\sport\referee,Subject Specific
2032901,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Robertson, Kevin",Subject Specific
2032902,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\water polo,Subject Specific
2032903,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Ruiz, Tracy",Subject Specific
2032904,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Ryon, Luanne",Subject Specific
2032905,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Saunders, Dave",Subject Specific
2032906,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\volleyball,Subject Specific
2032907,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Schultz, Mark",Subject Specific
2032908,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\wrestling,Subject Specific
2032909,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Silva, Chris",Subject Specific
2032910,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\soccer,Subject Specific
2032911,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Speed, Eugene",Subject Specific
2032912,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Rentz, Ronnie",Subject Specific
2032913,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Tate, Frank",Subject Specific
2032914,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Milton, Dennis",Subject Specific
2032915,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Torres, Dara",Subject Specific
2032917,Authorities\Attributes\Objects\Subject Specific\Landscape\New Jersey\Sommerville,Subject Specific
2032918,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\basketball,Subject Specific
2032919,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Vails, Nelson",Subject Specific
2032920,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Vidmar, Peter",Subject Specific
2032921,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Virgin, Craig",Subject Specific
2032922,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Salazar, Alberto",Subject Specific
2032923,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Whitaker, Pernell",Subject Specific
2032924,"Authorities\Attributes\Objects\Subject Specific\Portrait male\White, Leo",Subject Specific
2032925,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\judo,Subject Specific
2032927,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Wigger, Lones\head",Subject Specific
2032928,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\shooting,Subject Specific
2032930,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Wilson, Dave\head",Subject Specific
2032931,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Weyland, Wendy",Subject Specific
2032932,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Wyland, Wendy",Subject Specific
2032933,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\yachting,Subject Specific
2032934,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Gilbert, Cass",Subject Specific
2032936,Authorities\Attributes\Objects\Subject Specific\Portrait female\Marie Louise\bust,Subject Specific
2032937,Authorities\Attributes\Objects\Subject Specific\Portrait female\Marie Louise\miniature,Subject Specific
2032938,Authorities\Attributes\Objects\Subject Specific\Portrait male\Napoleon I\miniature,Subject Specific
2032939,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\BENCH,Nomenclature
2032940,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative object\bench,Subject Specific
2032941,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Furniture\OTTOMAN,Nomenclature
2032942,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative object\ottoman,Subject Specific
2032943,Authorities\Attributes\Objects\Support\PAPER\Velin d'Arches,Support
2032944,Authorities\Attributes\Objects\Subject Specific\Architecture\religious\Santa Maria Della Salute,Subject Specific
2032947,Authorities\Attributes\Objects\Subject Specific\Landscape\Illinois\Chicago,Subject Specific
2032948,Authorities\Attributes\Objects\Subject Specific\Landscape\Wisconsin\Door County,Subject Specific
2032949,Authorities\Attributes\Objects\Subject Specific\Landscape\Iceland,Subject Specific
2032950,Authorities\Attributes\Objects\Subject Specific\Cityscape\California\San Diego,Subject Specific
2032951,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Peekskill,Subject Specific
2032952,Authorities\Attributes\Objects\Subject Specific\Landscape\phenomenon\whirlpool,Subject Specific
2032953,Authorities\Attributes\Objects\Subject Specific\Architecture\boat\May McWilliams,Subject Specific
2032954,Authorities\Attributes\Objects\Subject Specific\Travel\water\tugboat,Subject Specific
2032955,Authorities\Attributes\Objects\Subject Specific\Animal\dog\terrier,Subject Specific
2032956,Authorities\Attributes\Objects\Subject Specific\Cityscape\United States,Subject Specific
2032957,Authorities\Attributes\Objects\Subject Specific\Cityscape\United States\Williamstown,Subject Specific
2032959,Authorities\Attributes\Objects\Subject Specific\Architecture\vehicle\spacecraft,Subject Specific
2032960,Authorities\Attributes\Objects\Subject Specific\Allegory\life\childhood,Subject Specific
2032961,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Joffre, Joseph",Subject Specific
2032962,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Joffre, Joseph\elderly",Subject Specific
2032963,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Joffre, Joseph\head",Subject Specific
2032966,Authorities\Attributes\Objects\Subject Specific\Landscape\Virgin Islands\St. Johns,Subject Specific
2032969,Authorities\Attributes\Objects\Subject Specific\Landscape\island\Virgin Islands,Subject Specific
2032970,Authorities\Attributes\Objects\Subject Specific\Landscape\Maryland\Accokeek,Subject Specific
2032971,Authorities\Attributes\Objects\Process\KALLITYPE,Process
2032972,Authorities\Attributes\Objects\Subject Specific\Landscape\Delaware,Subject Specific
2032973,Authorities\Attributes\Objects\Subject Specific\Landscape\Delaware\Bethany Beach,Subject Specific
2032974,Authorities\Attributes\Objects\Subject Specific\Landscape\beach\Bethany Beach,Subject Specific
2032975,Authorities\Attributes\Objects\Subject Specific\Landscape\park\Dumbarton Oaks,Subject Specific
2032976,Authorities\Attributes\Objects\Subject Specific\Landscape\Virginia\Falls Church,Subject Specific
2032977,Authorities\Attributes\Objects\Subject Specific\Landscape\Maryland\Sotterly,Subject Specific
2032978,Authorities\Attributes\Objects\Subject Specific\Landscape\Maryland\St. Mary's County,Subject Specific
2032979,Authorities\Attributes\Objects\Subject Specific\Landscape\Virginia\Scott's Run,Subject Specific
2032980,Authorities\Attributes\Objects\Subject Specific\Animal\dog\poodle,Subject Specific
2032981,Authorities\Attributes\Objects\Process\DRYPOINT\HAND-COLORED,Process
2032983,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Nichol, Mr.\bust",Subject Specific
2032985,Authorities\Attributes\Objects\Subject Specific\Still life\other\coffin,Subject Specific
2032986,Authorities\Attributes\Objects\Subject Specific\Landscape\Minnesota\Ely,Subject Specific
2032987,Authorities\Attributes\Objects\Subject Specific\Landscape\valley\Monument Valley,Subject Specific
2032988,Authorities\Attributes\Objects\Subject Specific\Landscape\Utah\Monument Valley,Subject Specific
2032989,Authorities\Attributes\Objects\Subject Specific\Architecture\commercial\Gouldings Lodge,Subject Specific
2032990,Authorities\Attributes\Objects\Subject Specific\Landscape\park\Great Basin National Park,Subject Specific
2032992,Authorities\Attributes\Objects\Subject Specific\Landscape\park\Monument Valley Navajo Tribal Park,Subject Specific
2032993,Authorities\Attributes\Objects\Subject Specific\Landscape\Arizona\Monument Valley,Subject Specific
2032994,Authorities\Attributes\Objects\Subject Specific\Landscape\road\Route 128,Subject Specific
2032995,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\written matter\sign,Subject Specific
2032996,Authorities\Attributes\Objects\Subject Specific\Landscape\road\highway,Subject Specific
2032997,Authorities\Attributes\Objects\Subject Specific\Allegory\element\fire,Subject Specific
2032998,Authorities\Attributes\Objects\Subject Specific\Mythology\other\Mexican,Subject Specific
2032999,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\art allusion\Michelangelo,Subject Specific
2033001,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Diaz, Armando",Subject Specific
2033002,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\art allusion\sculptural relief,Subject Specific
2033004,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Haig, Douglas",Subject Specific
2033005,Authorities\Attributes\Objects\Subject Specific\Occupation\military\field marshal,Subject Specific
2033008,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Law, Bonar",Subject Specific
2033011,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Orlando, Vittorio Emanuele",Subject Specific
2033016,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\WASTEBASKET,Nomenclature
2033017,Authorities\Attributes\Objects\Medium\PLANT MATERIAL\NEEDLES,Medium
2033018,Authorities\Attributes\Objects\Medium\FABRIC\RAFFIA,Medium
2033019,Authorities\Attributes\Objects\Medium\WOOD\EBONY,Medium
2033020,Authorities\Attributes\Objects\Support\PAPER\Black German Etching,Support
2033021,Authorities\Attributes\Objects\Support\PAPER\Special Arjomari,Support
2033022,Authorities\Attributes\Objects\Support\PAPER\WOVE PAPER\Copperplate Deluxe,Support
2033024,Authorities\Attributes\Objects\Support\PAPER\Italia,Support
2033026,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Johns, Jasper\self-portrait",Subject Specific
2033028,Authorities\Attributes\Objects\Subject Specific\Architecture\boat\Isabelle,Subject Specific
2033029,Authorities\Attributes\Objects\Subject Specific\Landscape\lake\Bonaparte's Pond,Subject Specific
2033030,Authorities\Attributes\Objects\Subject Specific\Landscape\New Jersey\Bordentown,Subject Specific
